;title;link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;themes;demographic;duration;rating;score;ranked;popularity;members;favorites;platforms;synopsis;theme;genre
82;JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season;https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season;JoJo's Bizarre Adventure Part 3, JoJo's Bizarre Adventure: Stardust Crusaders - Egypt Arc;ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編;TV;24;Finished Airing;Jan 10, 2015 to Jun 20, 2015;Winter 2015;Saturdays at 00:30 (JST);['Yomiko Advertising', 'Warner Bros. Japan', 'Kamikaze Douga', 'KlockWorx', 'Shueisha'];VIZ Media;David Production;Manga;['Action', 'Adventure', 'Drama', 'Supernatural'];;Shounen;23 min. per ep.;R - 17+ (violence & profanity);8.44;#150;#134;1,017,348;19,513;['Crunchyroll', 'Netflix', ''];"Joutarou Kuujou and his allies have finally made it to Egypt, where the immortal Dio awaits. Upon their arrival, the group gains a new comrade: Iggy, a mutt who wields the Stand ""The Fool."" It's not all good news however, as standing in their path is a new group of Stand users who serve Dio, each with a Stand representative of an ancient Egyptian god. As their final battle approaches, it is a race against time to break Joutarou's mother free from her curse and end Dio's reign of terror over the Joestar family once and for all.  [Written by MAL Rewrite]";;
83;Fate/stay night: Unlimited Blade Works;https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works;Fate/stay night (2014),;Fate/stay night [Unlimited Blade Works];TV;12;Finished Airing;Oct 12, 2014 to Dec 28, 2014;Fall 2014;Sundays at 00:00 (JST);['Aniplex', 'Notes'];Aniplex of America;ufotable;Visual novel;['Action', 'Fantasy', 'Supernatural'];;;28 min. per ep.;R - 17+ (violence & profanity);8.19;#355;#137;1,003,042;15,799;['Crunchyroll', 'Funimation', '', ''];The Holy Grail War is a battle royale among seven magi who serve as Masters. Masters, through the use of the command seals they are given when they enter the war, command Heroic Spirits known as Servants to fight for them in battle. In the Fifth Holy Grail War, Rin Toosaka is among the magi entering the competition. With her Servant, Archer, she hopes to obtain the ultimate prize—the Holy Grail, a magical artifact capable of granting its wielder any wish.  One of Rin's classmates, Shirou Emiya, accidentally enters the competition and ends up commanding a Servant of his own known as Saber. As they find themselves facing mutual enemies, Rin and Shirou decide to form a temporary alliance as they challenge their opponents in the Holy Grail War.  [Written by MAL Rewrite];;
84;Mahouka Koukou no Rettousei;https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei;;魔法科高校の劣等生;TV;26;Finished Airing;Apr 6, 2014 to Sep 28, 2014;Spring 2014;Sundays at 00:30 (JST);['Aniplex', 'Square Enix', 'Movic', 'ASCII Media Works'];Aniplex of America;Madhouse;Light novel;['Action', 'Romance', 'Sci-Fi', 'Supernatural'];;;23 min. per ep.;PG-13 - Teens 13 or older;7.42;#2005;#138;1,002,570;10,761;['Crunchyroll', 'Funimation', ''];"In the dawn of the 21st century, magic, long thought to be folklore and fairy tales, has become a systematized technology and is taught as a technical skill. In First High School, the institution for magicians, students are segregated into two groups based on their entrance exam scores: ""Blooms,"" those who receive high scores, are assigned to the First Course, while ""Weeds"" are reserve students assigned to the Second Course.  Mahouka Koukou no Rettousei follows the siblings, Tatsuya and Miyuki Shiba, who are enrolled in First High School. Upon taking the exam, the prodigious Miyuki is placed in the First Course, while Tatsuya is relegated to the Second Course. Though his practical test scores and status as a ""Weed"" show him to be magically inept, he possesses extraordinary technical knowledge, physical combat capabilities, and unique magic techniques—making Tatsuya the irregular at a magical high school.  [Written by MAL Rewrite]";School;
85;Gintama;https://myanimelist.net/anime/918/Gintama;Gin Tama, Silver Soul, Yorinuki Gintama-san;銀魂;TV;201;Finished Airing;Apr 4, 2006 to Mar 25, 2010;Spring 2006;Thursdays at 18:00 (JST);['TV Tokyo', 'Aniplex', 'Dentsu', 'Trinity Sound', 'Audio Highs', 'Miracle Robo', 'Shueisha'];Sentai Filmworks, Crunchyroll;Sunrise;Manga;['Action', 'Comedy', 'Sci-Fi'];['Gag Humor', 'Historical', 'Parody', 'Samurai'];Shounen;24 min. per ep.;PG-13 - Teens 13 or older;8.94;#17;#139;1,002,509;56,860;['Crunchyroll', 'Netflix'];"Edo is a city that was home to the vigor and ambition of samurai across the country. However, following feudal Japan's surrender to powerful aliens known as the ""Amanto,"" those aspirations now seem unachievable. With the once-influential shogunate rebuilt as a puppet government, a new law is passed that promptly prohibits all swords in public.  Enter Gintoki Sakata, an eccentric silver-haired man who always carries around a wooden sword and maintains his stature as a samurai despite the ban. As the founder of Yorozuya, a small business for odd jobs, Gintoki often embarks on endeavors to help other people—though usually in rather strange and unforeseen ways.  Assisted by Shinpachi Shimura, a boy with glasses supposedly learning the way of the samurai; Kagura, a tomboyish girl with superhuman strength and an endless appetite; and Sadaharu, their giant pet dog who loves biting on people's heads, the Yorozuya encounter anything from alien royalty to scuffles with local gangs in the ever-changing world of Edo.  [Written by MAL Rewrite]";;
86;Magi: The Labyrinth of Magic;https://myanimelist.net/anime/14513/Magi__The_Labyrinth_of_Magic;Magi Season 1;マギ The labyrinth of magic;TV;25;Finished Airing;Oct 7, 2012 to Mar 31, 2013;Fall 2012;Sundays at 17:00 (JST);['Aniplex', 'Dentsu', 'Shogakukan-Shueisha Productions', 'Mainichi Broadcasting System', 'Movic', 'GYAO!'];Aniplex of America;A-1 Pictures;Manga;['Action', 'Adventure', 'Fantasy'];;Shounen;24 min. per ep.;PG-13 - Teens 13 or older;8.02;#554;#142;989,186;8,894;['Crunchyroll', 'Funimation', ''];"A Magi is a magician whose inclination toward magic is so immense that they can be said to shape the world. With their significant influence, each Magi chooses a worthy candidate to become a king, then helps them conquer strange labyrinths called ""Dungeons"" and acquire the power of mythical djinns within. Above all else, the Magi supervises their elected representative as they build a country that might one day bring the world to its knees.  Aladdin is a young Magi wandering the world in search of his true self. However, his journey is not a lonely one, as he is accompanied by his friend and mentor Ugo—a djinn he summons using his flute. In his travels, Aladdin also befriends Alibaba Saluja and guides him to a nearby Dungeon. With this newfound friendship, they begin an epic adventure across the world, witnessing various irregularities that seem more frequent than ever.  [Written by MAL Rewrite]";;
87;Sword Art Online: Alicization;https://myanimelist.net/anime/36474/Sword_Art_Online__Alicization;Sword Art Online III, SAO Alicization, Sword Art Online 3, SAO 3;ソードアート・オンライン アリシゼーション;TV;24;Finished Airing;Oct 7, 2018 to Mar 31, 2019;Fall 2018;Sundays at 00:00 (JST);['Aniplex', 'Genco', 'Bandai Namco Entertainment', 'Egg Firm', 'Straight Edge', 'Kadokawa'];Aniplex of America;A-1 Pictures;Light novel;['Action', 'Adventure', 'Fantasy'];;;24 min. per ep.;R - 17+ (violence & profanity);7.56;#1528;#148;966,924;6,942;['Crunchyroll'];The Soul Translator is a state-of-the-art full-dive interface which interacts with the user's Fluctlight—the technological equivalent of a human soul—and fundamentally differs from the orthodox method of sending signals to the brain. The private institute Rath aims to perfect their creation by enlisting the aid of Sword Art Online survivor Kazuto Kirigaya. He works there as a part-time employee to test the system's capabilities in the Underworld: the fantastical realm generated by the Soul Translator. As per the confidentiality contract, any memories created by the machine in the virtual world are wiped upon returning to the real world. Kazuto can only vaguely recall a single name, Alice, which provokes a sense of unease when mentioned in reality.  When Kazuto escorts Asuna Yuuki home one evening, they chance upon a familiar foe. Kazuto is mortally wounded in the ensuing fight and loses consciousness. When he comes to, he discovers that he has made a full-dive into the Underworld with seemingly no way to escape. He sets off on a quest, seeking a way back to the physical world once again.  [Written by MAL Rewrite];Video Game;
88;Overlord II;https://myanimelist.net/anime/35073/Overlord_II;;オーバーロードⅡ;TV;13;Finished Airing;Jan 9, 2018 to Apr 3, 2018;Winter 2018;Tuesdays at 22:30 (JST);['AT-X', 'Enterbrain', 'Grooove', 'Hakuhodo DY Music & Pictures', 'NTT Plala', 'Kadokawa'];Funimation;Madhouse;Light novel;['Action', 'Adventure', 'Fantasy'];;;23 min. per ep.;R - 17+ (violence & profanity);7.76;#987;#151;941,979;4,251;['Crunchyroll', 'Animax Mongolia'];Ainz Ooal Gown, the undead sorcerer formerly known as Momonga, has accepted his place in this new world. Though it bears similarities to his beloved virtual reality game Yggdrasil, it still holds many mysteries which he intends to uncover, by utilizing his power as ruler of the Great Tomb of Nazarick. However, ever since the disastrous brainwashing of one of his subordinates, Ainz has become wary of the impending dangers of the Slane Theocracy, as well as the possible existence of other former Yggdrasil players. Meanwhile, Albedo, Demiurge and the rest of Ainz's loyal guardians set out to prepare for the next step in their campaign: Nazarick's first war…  Overlord II picks up immediately after its prequel, continuing the story of Ainz Ooal Gown, his eclectic army of human-hating guardians, and the many hapless humans affected by the Overlord's arrival.  [Written by MAL Rewrite];Isekai;
89;Black Lagoon;https://myanimelist.net/anime/889/Black_Lagoon;;BLACK LAGOON;TV;12;Finished Airing;Apr 9, 2006 to Jun 25, 2006;Spring 2006;Sundays at 02:35 (JST);['Geneon Universal Entertainment', 'Shogakukan'];Funimation, Geneon Entertainment USA;Madhouse;Manga;;['Adult Cast', 'Organized Crime'];Seinen;24 min. per ep.;R - 17+ (violence & profanity);8.03;#538;#152;936,052;17,146;['Crunchyroll', 'Funimation', ''];Salaryman Rokurou Okajima spends his days trying to climb his company's corporate ladder, until one day when a business negotiation in Thailand goes awry. During the botched deal, he falls hostage to the Lagoon Company—a band of ruthless pirate mercenaries. Left to the whims of his captors after his managers refuse to pay his ransom, Rokurou does the unthinkable: instead of begging for his life, he joins the very crew who kidnapped him.  Now a member of the group, Rokurou must adjust to his new residence in the dissolute hellscape known as Roanapur, a city where corruption and crime run rampant, and even the smallest slipup could cost him his life. If not for one of the many crime syndicates on the island, Rokurou also constantly finds himself at odds with his brash, gunslinging colleague, Revy.  As Rokurou struggles to abandon his past—and with more than just the profits from the Lagoon Company's illegal trading on the line—he must quickly find the resolve to make tough decisions in high-stress situations while keeping his humanity intact.  [Written by MAL Rewrite];;Action
90;Fairy Tail (2014);https://myanimelist.net/anime/22043/Fairy_Tail_2014;Fairy Tail Season 2;FAIRY TAIL（フェアリーテイル）;TV;102;Finished Airing;Apr 5, 2014 to Mar 26, 2016;Spring 2014;Saturdays at 10:30 (JST);['TV Tokyo', 'Dentsu'];Funimation;A-1 Pictures, Bridge;Manga;['Action', 'Adventure', 'Fantasy'];;Shounen;24 min. per ep.;PG-13 - Teens 13 or older;7.66;#1232;#153;934,960;11,734;['Crunchyroll'];The Grand Magic Games reaches its climax following Natsu Dragneel and Gajeel Redfox's stunning victory over Sting Eucliffe and Rogue Cheney of the Sabertooth guild. This success pushes the Fairy Tail guild closer to being crowned the overall champions, but obtaining victory isn't the only challenge they face. A mystery still surrounds a hooded stranger and the ominous Eclipse Gate, leaving more questions than answers.  More crazy adventures are on the horizon for Fairy Tail as their destructive antics and joyful rowdiness continue unabated. Their greatest trial is quickly approaching, but united as a family, the guild will always be ready to face any threat that comes their way.  [Written by MAL Rewrite];;
91;JoJo no Kimyou na Bouken Part 5: Ougon no Kaze;https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze;JoJo's Bizarre Adventure Part 5: Golden Wind, JoJo no Kimyou na Bouken Part 5: Ougon no Kaze, Le Bizzarre Avventure Di GioGio Parte 5: Vento Aureo;ジョジョの奇妙な冒険 黄金の風;TV;39;Finished Airing;Oct 6, 2018 to Jul 28, 2019;Fall 2018;Saturdays at 01:05 (JST);['Warner Bros. Japan', 'KlockWorx', 'Medicos Entertainment', 'Shueisha'];VIZ Media;David Production;Manga;['Action', 'Adventure', 'Supernatural'];;Shounen;23 min. per ep.;R - 17+ (violence & profanity);8.58;#86;#154;925,824;29,664;['Crunchyroll', 'Netflix', ''];"In the coastal city of Naples, corruption is teeming—the police blatantly conspire with outlaws, drugs run rampant around the youth, and the mafia governs the streets with an iron fist. However, various fateful encounters will soon occur.  Enter Giorno Giovanna, a 15-year-old boy with an eccentric connection to the Joestar family, who makes a living out of part-time jobs and pickpocketing. Furthermore, he is gifted with the unexplained Stand ability to give and create life—growing plants from the ground and turning inanimate objects into live animals, an ability he has dubbed ""Gold Experience."" Fascinated by the might of local gangsters, Giorno has dreamed of rising up in their ranks and becoming a ""Gang-Star,"" a feat made possible by his encounter with Bruno Bucciarati, a member of the Passione gang with his own sense of justice.  JoJo no Kimyou na Bouken: Ougon no Kaze follows the endeavors of Giorno after joining Bruno's team while working under Passione, fending off other gangsters and secretly plotting to overthrow their mysterious boss.  [Written by MAL Rewrite]";Organized Crime;
92;Fate/stay night;https://myanimelist.net/anime/356/Fate_stay_night;Fate - Stay Night;Fate/stay night;TV;24;Finished Airing;Jan 7, 2006 to Jun 17, 2006;Winter 2006;Saturdays at 01:30 (JST);['Geneon Universal Entertainment', 'Frontier Works', 'TBS', 'KlockWorx', 'Notes'];Sentai Filmworks, Geneon Entertainment USA;Studio Deen;Visual novel;['Action', 'Fantasy', 'Romance', 'Supernatural'];;;24 min. per ep.;R - 17+ (violence & profanity);7.28;#2654;#157;902,098;7,109;['HIDIVE', 'Netflix'];After a mysterious inferno kills his family, Shirou is saved and adopted by Kiritsugu Emiya, who teaches him the ways of magic and justice.  One night, years after Kiritsugu's death, Shirou is cleaning at school, when he finds himself caught in the middle of a deadly encounter between two superhumans known as Servants. During his attempt to escape, the boy is caught by one of the Servants and receives a life-threatening injury. Miraculously, he survives, but the same Servant returns to finish what he started. In desperation, Shirou summons a Servant of his own, a knight named Saber. The two must now participate in the Fifth Holy Grail War, a battle royale of seven Servants and the mages who summoned them, with the grand prize being none other than the omnipotent Holy Grail itself.  Fate/stay night follows Shirou as he struggles to find the fine line between a hero and a killer, his ideals clashing with the harsh reality around him. Will the boy become a hero like his foster father, or die trying?  [Written by MAL Rewrite];;
93;Darker than Black: Kuro no Keiyakusha;https://myanimelist.net/anime/2025/Darker_than_Black__Kuro_no_Keiyakusha;DTB;Darker than BLACK -黒の契約者-;TV;25;Finished Airing;Apr 6, 2007 to Sep 28, 2007;Spring 2007;Fridays at Unknown;['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'Myrica Music'];Funimation;Bones;Original;['Action', 'Mystery', 'Sci-Fi'];;;24 min. per ep.;R - 17+ (violence & profanity);8.07;#489;#158;901,317;16,259;[];"It has been 10 years since Heaven's Gate appeared in South America and Hell's Gate appeared in Japan, veiling the once familiar night sky with an oppressive skyscape. Their purposes unknown, these Gates are spaces in which the very laws of physics are ignored. With the appearance of the Gates emerged Contractors, who, in exchange for their humanity, are granted supernatural abilities.  In the Japanese city surrounding Hell’s Gate, Section 4 Chief Misaki Kirihara finds herself at odds with an infamous Contractor codenamed Hei. Called ""Black Reaper"" in the underground world, Hei, like his associates, undertakes missions for the mysterious and ruthless Syndicate while slowly peeling back the dark layers covering a nefarious plot that threatens the very existence of Contractors.  From the mind of Tensai Okamura comes a sci-fi thriller taking the form of a subtle exposé on a war in which political positions and justice have no sway—a war waged exclusively in the shadows.  [Written by MAL Rewrite]";Super Power;
94;Rakudai Kishi no Cavalry;https://myanimelist.net/anime/30296/Rakudai_Kishi_no_Cavalry;A Chivalry of the Failed Knight, Rakudai Kishi no Eiyuutan, A Tale of Worst One;落第騎士の英雄譚《キャバルリィ》;TV;12;Finished Airing;Oct 3, 2015 to Dec 19, 2015;Fall 2015;Saturdays at 23:00 (JST);['Frontier Works', 'Media Factory', 'AT-X', 'flying DOG', 'Hakuhodo DY Music & Pictures', 'Animatic', 'SB Creative'];Sentai Filmworks;SILVER LINK., Nexus;Light novel;['Action', 'Fantasy', 'Romance', 'Ecchi'];;;23 min. per ep.;R - 17+ (violence & profanity);7.45;#1889;#164;889,112;8,383;['Crunchyroll', 'HIDIVE', ''];"There exist few humans in this world with the ability to manipulate their souls to form powerful weapons. Dubbed ""Blazers,"" these people study and train at the prestigious Hagun Academy to become Mage-Knights; among the students is so-called failure Ikki Kurogane, the sole F-rated Blazer. However, when the worst student in the academy sees Stella Vermillion, an A-ranked Blazer who also happens to be a princess, naked, she challenges him to a duel with dire stakes—the loser becomes the slave of the winner. There's no possible way that Stella can lose, right?  As he tries to prove his strength to a world that believes him to be the weakest, Ikki gains new friends, wisdom, and experience.  [Written by MAL Rewrite]";School;
95;Black Bullet;https://myanimelist.net/anime/20787/Black_Bullet;;ブラック・ブレット　BLACK BULLET　［黒の銃弾］;TV;13;Finished Airing;Apr 8, 2014 to Jul 1, 2014;Spring 2014;Tuesdays at 22:30 (JST);['Geneon Universal Entertainment', 'AT-X', 'Showgate', 'NBCUniversal Entertainment Japan'];Sentai Filmworks;Kinema Citrus, Orange;Light novel;['Action', 'Mystery', 'Sci-Fi'];;;24 min. per ep.;R - 17+ (violence & profanity);7.10;#3605;#166;882,692;3,691;['Crunchyroll', 'Netflix'];"In the year 2021, a parasitic virus known as ""Gastrea"" infects humans and turns them into monsters. What is left of mankind now lives within the Monolith walls, walls that are made of Varanium, the only material that can hurt Gastrea.  To counter the threat that the Gastrea pose, ""Cursed Children""—female children whose bodies contain trace amounts of the virus which grant them superhuman abilities—officially called Initiators by the Tendo Civil Security, are given partners called Promoters, people who work to guide and protect the young Initiators. These teams of two are sent out on missions to fight the monsters created by the Gastrea virus and keep them at bay.  Black Bullet revolves around the team of Enju Aihara, an Initiator, and Satomi Rentaro, a Promoter, as they go on missions to fight the growing threat of Gastrea in their hometown of Tokyo.  [Written by MAL Rewrite]";;
96;Hellsing Ultimate;https://myanimelist.net/anime/777/Hellsing_Ultimate;;HELLSING OVA;OVA;10;Finished Airing;Feb 10, 2006 to Dec 26, 2012;;;['Geneon Universal Entertainment', 'StudioRF Inc.', 'Shounen Gahousha'];Funimation, Geneon Entertainment USA;Madhouse, Satelight, Graphinica;Manga;['Action', 'Horror', 'Supernatural'];['Adult Cast', 'Gore', 'Military', 'Vampire'];Seinen;49 min. per ep.;R - 17+ (violence & profanity);8.36;#200;#170;869,677;20,579;['Crunchyroll', 'Funimation', ''];There exist creatures of darkness and evil that plague the night, devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing, an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing, who commands a powerful military and spends her life fighting the undead.  Integra's vast army, however, pales in comparison with her ultimate weapon: the vampire Alucard, who works against his own kind as an exterminator for Hellsing. With his new vampire servant, Seras Victoria, at his side, Alucard must battle not only monsters, but all those who stand to oppose Hellsing, be they in the guise of good or evil.  In a battle for mankind's survival, Hellsing Ultimate proves that appearances are not all they may seem, and sometimes the greatest weapon can come in the form of one's worst nightmare.  [Written by MAL Rewrite];;
97;High School DxD New;https://myanimelist.net/anime/15451/High_School_DxD_New;High School DxD Dai 2-ki, High School DxD 2nd Season, High School DxD Second Season, Highschool DxD 2;ハイスクールD×D NEW;TV;12;Finished Airing;Jul 7, 2013 to Sep 22, 2013;Summer 2013;Sundays at 20:30 (JST);['Genco', 'Lantis', 'Media Factory', 'Movic', 'AT-X', 'Showgate', 'Q-Tec', 'Fujimi Shobo'];Funimation;TNK;Light novel;['Action', 'Comedy', 'Romance', 'Ecchi'];['Harem', 'Mythology', 'School'];;26 min. per ep.;R+ - Mild Nudity;7.48;#1803;#171;868,918;4,442;['Netflix'];The misadventures of Issei Hyoudou, high school pervert and aspiring Harem King, continue on in High School DxD New. As the members of the Occult Research Club carry out their regular activities, it becomes increasingly obvious that there is something wrong with their Knight, the usually composed and alert Yuuto Kiba. Soon, Issei learns of Kiba's dark, bloody past and its connection to the mysterious Holy Swords. Once the subject of a cruel experiment, Kiba now seeks revenge on all those who wronged him.  With the return of an old enemy, as well as the appearance of two new, Holy Sword-wielding beauties, it isn't long before Issei and his Devil comrades are plunged into a twisted plot once more.  [Written by MAL Rewrite];;
98;Baccano!;https://myanimelist.net/anime/2251/Baccano;;バッカーノ！;TV;13;Finished Airing;Jul 27, 2007 to Nov 2, 2007;Summer 2007;Fridays at 00:30 (JST);['Aniplex', 'Sakura Create', 'Happinet Pictures'];Funimation, Aniplex of America;Brain's Base;Light novel;['Action', 'Comedy', 'Mystery', 'Supernatural'];['Historical', 'Organized Crime'];;24 min. per ep.;R - 17+ (violence & profanity);8.37;#188;#174;865,529;22,760;[];During the early 1930s in Chicago, the transcontinental train, Flying Pussyfoot, is starting its legendary journey that will leave a trail of blood all over the country. At the same time in New York, the ambitious scientist Szilard and his unwilling aide Ennis are looking for missing bottles of the immortality elixir. In addition, a war between the mafia groups is getting worse. On board the Advena Avis, in 1711, alchemists are about to learn the price of immortality.  Based on the award-winning light novels of the same name, Baccano! follows several events that initially seem unrelated, both in time and place, but are part of a much bigger story—one of alchemy, survival, and immortality. Merging these events together are the kindhearted would-be thieves, Isaac and Miria, connecting various people, all of them with their own hidden ambitions and agendas, and creating lifelong bonds and consequences for everyone involved.  [Written by MAL Rewrite];;
99;Kami no Tou;https://myanimelist.net/anime/40221/Kami_no_Tou;Sin-ui Tap;神之塔 -Tower of God-;TV;13;Finished Airing;Apr 2, 2020 to Jun 25, 2020;Spring 2020;Thursdays at 00:30 (JST);['Sega', 'Crunchyroll', 'Rialto Entertainment', 'Sola Entertainment', 'Naver Webtoons', 'IRMA LA DOUCE'];VIZ Media;Telecom Animation Film;Web manga;['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery'];;;23 min. per ep.;PG-13 - Teens 13 or older;7.56;#1517;#180;845,013;6,053;['Crunchyroll', 'Netflix'];"There is a tower that summons chosen people called ""Regulars"" with the promise of granting their deepest desires. Whether it be wealth, fame, authority, or something that surpasses them all—everything awaits those who reach the top.  Twenty-Fifth Bam is a boy who had only known a dark cave, a dirty cloth, and an unreachable light his entire life. So when a girl named Rachel came to him through the light, his entire world changed. Becoming close friends with Rachel, he learned various things about the outside world from her. But when Rachel says she must leave him to climb the Tower, his world shatters around him. Vowing to follow after her no matter what it takes, he sets his sight on the tower, and a miracle occurs.  Thus begins the journey of Bam, a young boy who was not chosen by the Tower but opened its gates by himself. They call his kind ""Irregulars""—beings that have shaken the very foundation of the Tower each time they set foot inside it.  [Written by MAL Rewrite]";;
