;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;theme;demographic;duration;rating;score;ranked;popularity;members;favorites;themes;platforms;synopsis
44;Digimon Adventure:;https://myanimelist.net/anime/41074/Digimon_Adventure_;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Digimon Adventure (2020),;デジモンアドベンチャー:;TV;67;Finished Airing;Apr 5, 2020 to Sep 26, 2021;['Gallop', 'Yomiko Advertising', 'Fuji TV'];None found, add some;Toei Animation;Other;['Action', 'Adventure', 'Comedy', 'Fantasy'];Kids;23 min. per ep.;PG - Children;6.42;#7143;#2733;53,702;185;;['Crunchyroll'];"In the year 2020, technology is everywhere. Every digital device around the world is connected by a singular network where data travels. Unbeknownst to humans, this network has become home to life forms known as ""Digimon.""  Fifth-grader Taichi Yagami is preparing for summer camp when strange occurrences begin in Tokyo; certain electronic systems have started going haywire. When he discovers that his sister and mother are trapped on an unstoppable train, he rushes to the nearby station. Suddenly, Taichi is transported to another world where he meets a strange creature by the name of Agumon, who somehow already knows his name. Taichi also receives a strange device called a ""Digivice,"" which allows him to communicate with the undigitized world.  Taichi discovers he is in the ""Network,"" and virus-like Digimon are attacking the areas that maintain Tokyo’s electronic systems. It is up to Taichi and his new partner Agumon to stop these cyberattacks before the whole world is threatened by the actions of mischievous Digimon.  [Written by MAL Rewrite]";Spring 2020;Sundays at 09:00 (JST);;;
45;Persona 5 the Animation: The Day Breakers;https://myanimelist.net/anime/31645/Persona_5_the_Animation__The_Day_Breakers;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;PERSONA5 the Animation -THE DAY BREAKERS-;Special;1;Finished Airing;Sep 3, 2016;['Aniplex', 'Atlus'];Aniplex of America;A-1 Pictures;Game;['Action', 'Fantasy', 'Supernatural'];;24 min.;PG-13 - Teens 13 or older;7.07;#3746;#2734;53,573;68;;['Crunchyroll'];There is a new urban legend circulating Tokyo. It claims that if you make a request in the Ask-a-Thief Channel, the Phantom Thieves of Hearts will show up and bring justice by stealing a corrupt person's heart and making them regret all their wrongdoings. As strange and inexplicable events continue to happen all around town, more people submit their requests in hope that the mysterious vigilante group will help.  Kazuya Makigami is a burglar by night, but has started to have second thoughts about his crimes and those who help him commit them. Unable to stand up to his comrades himself, Kazuya submits a request to the Ask-a-Thief Channel.  [Written by MAL Rewrite];;;;;
46;Break Blade Movie 6: Doukoku no Toride;https://myanimelist.net/anime/10092/Break_Blade_Movie_6__Doukoku_no_Toride;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Breaker Blade 6, Break Blade 6: Enclave of Lamentations;ブレイク ブレイド 第六章 慟哭ノ砦;Movie;1;Finished Airing;Mar 26, 2011;['None found', 'add some'];Sentai Filmworks;Production I.G, Xebec;Manga;['Action', 'Fantasy'];Shounen;52 min.;R - 17+ (violence & profanity);7.68;#1176;#2736;53,514;25;['Adult Cast', 'Mecha', 'Military'];[];Sixth and final Break Blade movie.;;;;;
47;Ange Vierge;https://myanimelist.net/anime/32171/Ange_Vierge;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;アンジュ・ヴィエルジュ;TV;12;Finished Airing;Jul 10, 2016 to Sep 25, 2016;['Sotsu', 'Sega', 'KlockWorx', 'Grooove', 'Sega Games'];None found, add some;SILVER LINK., Connect;Card game;['Adventure', 'Fantasy'];;23 min. per ep.;R+ - Mild Nudity;6.00;#9485;#2739;53,449;87;;['Crunchyroll'];"The story of the card game follows what happens when ""Hairou"" portals suddenly open, fusing five different worlds together. As a result, various mysterious ""Exceed"" powers are awakened in teenaged girls. An academy for these so-called ""Progress"" girls is built on the isolated Seiran Island in the Pacific.  (Source: ANN)";Summer 2016;Sundays at 01:30 (JST);;School;
48;Ousama Ranking: Yuuki no Takarabako;https://myanimelist.net/anime/52657/Ousama_Ranking__Yuuki_no_Takarabako;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Ranking of Kings: Treasure Chest of Courage;王様ランキング 勇気の宝箱;TV;Unknown;Not yet aired;Apr 2023 to ?;['Aniplex'];None found, add some;Wit Studio;Web manga;['Adventure', 'Fantasy'];;Unknown;PG-13 - Teens 13 or older;N/A;N/A;#2748;53,137;278;;[];New entry in Ousama Ranking franchise.;Spring 2023;Unknown;;;
49;Queen's Blade: Gyokuza wo Tsugu Mono;https://myanimelist.net/anime/6633/Queens_Blade__Gyokuza_wo_Tsugu_Mono;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Queen's Blade 2, Queen's Blade: Gyokuza wo Tsugumono, Queen's Blade: The Successor of the Throne, Queen's Blade and the Evil Eye;クイーンズブレイド 玉座を継ぐ者;TV;12;Finished Airing;Sep 24, 2009 to Dec 10, 2009;['Genco', 'Media Factory', 'AT-X', 'Magic Capsule', 'Hobby Japan', 'Toranoana'];Media Blasters;Arms;Other;['Action', 'Adventure', 'Fantasy', 'Ecchi'];;24 min. per ep.;R+ - Mild Nudity;6.54;#6390;#2751;53,006;83;;[];"After experiencing the numerous trials encountered on her journey, Reina has grown as a warrior. Determined to take part in the Queen's Blade tournament, she arrives at the capital city Gainos, where Queen Aldora awaits. There gathers a number of beautiful warriors who, like Reina, are there for the Queen's Blade.  Amongst them is Reina's sister, Claudette, determined to restore the glory of House Vance; Tomoe and Shizuka, who are both fighting for their homeland of Hinomoto; Nanael who has been ordered to participate by the Archangel; and the subordinates of the Marshland Witch.  All these beautiful fighters who gather in Gainos have been one objective, to win through the Queen's Blade, the tournament to select the strongest, most beautiful queen. Who would ascend to that glorious throne? That can only be determined via battle.  (Source: AnimeNfo)";Fall 2009;Unknown;;;
50;Slayers Try;https://myanimelist.net/anime/1172/Slayers_Try;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;スレイヤーズ TRY;TV;26;Finished Airing;Apr 4, 1997 to Sep 26, 1997;['SoftX'];Funimation, Central Park Media;E&G Films;Light novel;['Adventure', 'Comedy', 'Fantasy'];;23 min. per ep.;PG-13 - Teens 13 or older;7.81;#892;#2752;52,990;219;;[];For nearly a millennium, demons have imposed a magical barrier that has impeded the people trapped within it from reaching the outside world. Now that it is broken, several kingdoms seek to explore the lands that were once beyond their grasp. To this end, they establish a peace delegation to make contact with the inhabitants of the new world.  Meanwhile, the young sorceress Lina Inverse receives a message from a mysterious woman named Filia ul Copt. When they meet, Filia expresses interest in hiring Lina and her friends, having heard of their great deeds, for a certain task that will take them to the outside realm. Despite that, Filia feels the need to put their strength to the test and pits them against a dragon in the middle of the city! After proving themselves, the sorceress and her fellow adventurers set off for the unexplored lands, where many adventures and a worrying prophecy await them.  [Written by MAL Rewrite];Spring 1997;Fridays at 18:30 (JST);;Mythology;
51;Saredo Tsumibito wa Ryuu to Odoru;https://myanimelist.net/anime/33889/Saredo_Tsumibito_wa_Ryuu_to_Odoru;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;されど罪人は竜と踊る;TV;12;Finished Airing;Apr 6, 2018 to Jun 22, 2018;['TBS', 'NBCUniversal Entertainment Japan'];Funimation;Seven Arcs Pictures;Light novel;['Action', 'Drama', 'Fantasy', 'Sci-Fi'];;23 min. per ep.;R - 17+ (violence & profanity);5.79;#10454;#2757;52,867;47;;['Crunchyroll', 'Funimation'];It is a world replete with dragons and Jushiki sorcerers. Jushiki is a devastatingly powerful formula that can alter the laws of physics, capable of creating enormous TNT explosives or poisonous gas through plasma and nuclear fusion. A down-on-his-luck sorcerer named Gayus joins forces with the beautiful but cruel Jushiki practitioner, Gigina, as bounty hunters pursuing dragons. Then one day, they are presented with an odd request: to serve as security guards for a grand festival put on by Mouldeen, the ruler of their kingdom. It is then that a mysterious serial killing of Jushiki sorcerers begins.  (Source: TBS Global Business);Spring 2018;Fridays at 01:58 (JST);;;
52;Seven Knights Revolution: Eiyuu no Keishousha;https://myanimelist.net/anime/47391/Seven_Knights_Revolution__Eiyuu_no_Keishousha;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;セブンナイツ レボリューション -英雄の継承者-;TV;12;Finished Airing;Apr 5, 2021 to Jun 21, 2021;['Rakuonsha', 'TOHO animation'];None found, add some;LIDENFILMS, domerica;Game;['Action', 'Adventure', 'Fantasy'];;23 min. per ep.;PG-13 - Teens 13 or older;6.31;#7793;#2758;52,867;181;;['Crunchyroll', 'Bahamut Anime Crazy', '', ''];"Seven Knights Revolution: Eiyuu no Keishousha is set in a world where eons ago valiant heroes fought against the forces of ""Destruction."" While their deeds passed into legend, the power of these heroes was later inherited by ""successors"" who fought to protect the world. One day, Faria, a successor of the Seven Knights, saves an ordinary boy named Nemo from the forces of Destruction.  During the ensuing battle, Nemo summons the power of a hero and becomes a successor as well. However, Nemo's hero is a stranger that is unknown to history, and so an epic journey where the past and present collide begins.  (Source: Crunchyroll, edited)";Spring 2021;Mondays at 00:00 (JST);;;
53;Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II: Past & Future;https://myanimelist.net/anime/40064/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_II__Past___Future;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;DanMachi Recap, Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II Episode 0;ダンジョンに出会いを求めるのは間違っているだろうか 過去と未来[パスト&フューチャー];Special;1;Finished Airing;Jul 6, 2019;['None found', 'add some'];Sentai Filmworks;J.C.Staff;Light novel;['Action', 'Adventure', 'Fantasy'];;24 min.;PG-13 - Teens 13 or older;6.83;#4876;#2765;52,454;55;;[];Recap of the first season of Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka.;;;;;
54;Sugar Apple Fairy Tale;https://myanimelist.net/anime/49980/Sugar_Apple_Fairy_Tale;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;シュガーアップル・フェアリーテイル;TV;12;Currently Airing;Jan 6, 2023 to Mar 24, 2023;['AT-X', 'Magic Capsule', 'flying DOG', 'Crunchyroll', 'Kadokawa', 'BS Asahi'];None found, add some;J.C.Staff;Light novel;['Adventure', 'Fantasy', 'Romance'];Shoujo;22 min. per ep.;PG-13 - Teens 13 or older;7.34;#2369;#2766;52,401;259;;['Crunchyroll', 'Aniplus TV', '', '', '', '', '', '', '', ''];In the kingdom of Highland, fairies lived freely until humans betrayed them. Once a fairy has been stripped of a wing, whoever possesses it holds the fairy's life in their hands. Taking advantage of this, humans enslaved fairies, but 15-year-old Ann Halford longs to see the day when fairies and humans are treated as equals.  The aspiring confectioner dreams of becoming a Silver Sugar Master just like her late mother. In order to achieve this lofty goal, Ann sets out for the capital of Lewiston, home to the annual Royal Candy Fair. However, to be bestowed the elusive title, Ann's confection crafted from silver sugar must be recognized with a royal medal at the event.  Ann hires a sharp-tongued warrior fairy, Shall Fen Shall, to be her bodyguard for the perilous journey ahead. After saving him from his cruel fairy trader, she promises to return Shall's wing to him once they reach the capital, much to his confusion. But as the pair travel further along, the time they spend together grows, and they learn more about each other and their true desires.  [Written by MAL Rewrite];Winter 2023;Fridays at 21:30 (JST);;Visual Arts;
55;Blue Dragon;https://myanimelist.net/anime/2142/Blue_Dragon;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;ブルー・ドラゴン;TV;51;Finished Airing;Apr 7, 2007 to Mar 29, 2008;['Pony Canyon'];VIZ Media;Pierrot;Game;['Adventure', 'Comedy', 'Fantasy', 'Supernatural'];;25 min. per ep.;PG - Children;6.38;#7379;#2774;52,100;105;;[];As Shu's village was being attacked by an unknown enemy, he and his friends, Jiro and Kluke decide to defend their home. They soon meet warrior Zola and receive the powers of Shadow, an ability that let's them transform their shadow into a powerful monster. Shu receives one of the most powerful monsters, Blue Dragon, and they all set out to defeat their enemy.  (Source: ANN);Spring 2007;Unknown;;;
56;Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito;https://myanimelist.net/anime/997/Bishoujo_Senshi_Sailor_Moon_S__Kaguya-hime_no_Koibito;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Bishoujo Senshi Sailor Moon S: The Movie, Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito, Sailor Moon S: Snowprincess Kaguya;美少女戦士セーラームーンS かぐや姫の恋人;Movie;1;Finished Airing;Dec 4, 1994;['Kodansha'];VIZ Media, Geneon Entertainment USA;Toei Animation;Manga;['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance'];Shoujo;1 hr.;PG-13 - Teens 13 or older;7.69;#1171;#2777;51,877;112;;[];An unusual snow storm hits Tokyo and the Sailor Senshi discover that an evil snow queen Kaguya, wants to freeze the entire earth. It's up to the Inner Sailor Senshi along with the Outers, to defeat the Queen. Meanwhile, Luna falls in love with a human astronomer named Kakeru whose girlfriend is an astronaut about to take a space shuttle mission. Kakeru becomes ill and Luna wishes she could be a human to help him.;;;;Mahou Shoujo;
57;Hiiro no Kakera 2;https://myanimelist.net/anime/14645/Hiiro_no_Kakera_2;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Hiiro no Kakera: Dai Ni Shou, Hiiro no Kakera 2nd Season, Scarlet Fragment 2;緋色の欠片 第二章;TV;13;Finished Airing;Sep 30, 2012 to Dec 23, 2012;['Bandai Visual'];Sentai Filmworks;Studio Deen;Visual novel;['Fantasy', 'Romance', 'Supernatural'];Shoujo;24 min. per ep.;PG-13 - Teens 13 or older;7.17;#3278;#2789;51,730;133;;['HIDIVE'];Second season of Hiiro no Kakera.;Fall 2012;Unknown;;Reverse Harem;
58;Youjo Senki: Sabaku no Pasta Daisakusen;https://myanimelist.net/anime/49236/Youjo_Senki__Sabaku_no_Pasta_Daisakusen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;幼女戦記 砂漠のパスタ大作戦;ONA;1;Finished Airing;Jun 19, 2021;['Magic Capsule', 'Kadokawa'];None found, add some;Nut;Light novel;['Action', 'Fantasy'];;16 min.;R - 17+ (violence & profanity);7.44;#1961;#2794;51,470;122;['Isekai', 'Military', 'Reincarnation'];['Crunchyroll'];The 203rd Air Mage Battalion led by Tanya is forced to fight in the southern desert, the front line. In an effort to provide some food for the harsh conditions, Colonel Rerugen sent dried pasta to the battlefield. Will Tanya and the others be able to eat the delicious pasta under the conditions of water shortage?  (Source: AniDB);;;;;
59;Tales of Symphonia The Animation: Sylvarant-hen;https://myanimelist.net/anime/1731/Tales_of_Symphonia_The_Animation__Sylvarant-hen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Tales of Symphonia The Animation: Sylvarant Chapter;テイルズオブシンフォニア THE ANIMATION シルヴァラント編;OVA;4;Finished Airing;Jun 8, 2007 to Dec 21, 2007;['Geneon Universal Entertainment', 'Frontier Works'];Discotek Media;ufotable;Game;['Action', 'Adventure', 'Fantasy'];;32 min. per ep.;PG-13 - Teens 13 or older;7.14;#3411;#2796;51,425;137;;['Crunchyroll'];Two worlds exist, both unaware of the existance of the other. In order for one world to flourish, the other will have to perish. On the perishing world, a Chosen one is sent on a journey to restore that world's mana by awakening the Spirits and becoming an angel. Colette Brunel, the Chosen of Sylvarant, sets out on her journey accompanied by her best friends Lloyd Irving and Genis Sage. As they travel further they meet more friends and even more enemies, while they learn more and more about the truth behind the World Regeneration.  (Source: ANN);;;;Martial Arts;
60;Peter Grill to Kenja no Jikan: Super Extra;https://myanimelist.net/anime/50348/Peter_Grill_to_Kenja_no_Jikan__Super_Extra;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Peter Grill to Kenja no Jikan 2nd Season;ピーター・グリルと賢者の時間 Super Extra;TV;12;Finished Airing;Oct 10, 2022 to Dec 26, 2022;['Asmik Ace', 'BS Fuji', 'Futabasha', 'Universal Music Japan', 'Starry Cube', 'CTW', 'FUTURE LEAP'];Sentai Filmworks;Seven, Wolfsbane;Manga;['Comedy', 'Fantasy', 'Ecchi'];;12 min. per ep.;R+ - Mild Nudity;5.93;#9843;#2804;51,163;183;;['HIDIVE', 'Anime Digital Network', '', '', '', ''];Second season of Peter Grill to Kenja no Jikan.;Fall 2022;Mondays at 01:15 (JST);;Harem;
61;Kaijin Kaihatsu-bu no Kuroitsu-san;https://myanimelist.net/anime/49385/Kaijin_Kaihatsu-bu_no_Kuroitsu-san;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;怪人開発部の黒井津さん;TV;12;Finished Airing;Jan 9, 2022 to Apr 3, 2022;['TV Asahi', 'ABC Animation', 'Crest', 'ABC Frontier'];None found, add some;Quad;Web manga;['Comedy', 'Fantasy'];;23 min. per ep.;PG-13 - Teens 13 or older;6.73;#5355;#2805;51,123;167;;['Crunchyroll', 'Ani-One Asia', '', '', '', '', '', '', ''];On the outside, Agastia is a firm specializing in entertainment, well-known for the theme park it operates. However, beneath such an exterior lies a monumental secret: Agastia is one of various highly advanced evil organizations that aim for world domination. Despite its true nature, the company boasts enticements that make it worthwhile to put up with the work environment. Led by its great leader Akashic, Agastia has recently become a frontrunner in reaching its fellow groups' common goal.  Working for Agastia's Monster Development Division, Touka Kuroitsu is a researcher who primarily does fieldwork due to the eccentricities of her seniors. Kuroitsu's everyday jobs also include giving abrupt presentations and proposals, meeting ridiculous expectations for monster designs, and accompanying said monsters to face inevitable defeat by Agastia's enemies. Nevertheless, nothing will stop Kuroitsu from doing her best if it means getting the promotion she desires!  [Written by MAL Rewrite];Winter 2022;Sundays at 02:00 (JST);;Workplace;
62;World Destruction: Sekai Bokumetsu no Rokunin;https://myanimelist.net/anime/4415/World_Destruction__Sekai_Bokumetsu_no_Rokunin;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;ワールド・デストラクション ～世界撲滅の六人～;TV;13;Finished Airing;Jul 8, 2008 to Sep 30, 2008;['Sega'];Funimation;Production I.G;Game;['Adventure', 'Fantasy'];;25 min. per ep.;PG-13 - Teens 13 or older;6.94;#4335;#2808;51,010;109;;['Crunchyroll', 'Funimation'];"Spinoff based on the Nintendo DS RPG game by SEGA, released in Japan July, 2008.  In a world where humans serve as livestock for the ruling beastman, and where sand fills the roles of water and fire. Kyrie is recruited by the ""World Destruction Committee"" to assist in putting an end to their world. Kyrie alone holds the power needed to do it.  (Source: AniDB)";Summer 2008;Unknown;;;
63;Build Divide: Code Black;https://myanimelist.net/anime/48776/Build_Divide__Code_Black;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Build Divide: #000000;ビルディバイド -#000000(コードブラック)-;TV;12;Finished Airing;Oct 10, 2021 to Dec 26, 2021;['Aniplex'];Aniplex of America;LIDENFILMS;Mixed media;;;23 min. per ep.;PG-13 - Teens 13 or older;6.39;#7317;#2810;50,985;314;;['Crunchyroll'];"Neo Kyoto is a place where everything is decided through the card game ""Build Divide."" From resolving personal conflicts to determining social status, success in Build Divide means success in life. The biggest ambition of every player is to become the King, whose peerless skills grant them near-total rule over the city.  One day, a young man wakes up in Neo Kyoto—with the knowledge of just his name, Teruto Kurabe, and carrying only a deck for a card game he no longer knows. Teruto soon encounters another player, Sakura Banka, who helps him remember both how to play Build Divide and his original mission: that no matter what, he must meet the King. Teaming up together, Teruto and Sakura find that their best chance for a royal audience is with the Rebuild tournament, where the one who collects twenty-one tokens from other competitors can challenge the King for their throne. However, as Teruto continues to play, he begins to regain his lost memories that call into question the very nature of Neo Kyoto.  [Written by MAL Rewrite]";Fall 2021;Sundays at 00:30 (JST);Fantasy;Strategy Game;
64;Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!;https://myanimelist.net/anime/18851/Fate_kaleid_liner_Prisma%E2%98%86Illya__Undoukai_de_Dance;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Fate/kaleid liner Prisma☆Illya OVA;Fate/kaleid liner プリズマ☆イリヤ 運動会 DE ダンス！;OVA;1;Finished Airing;Mar 10, 2014;['None found', 'add some'];Sentai Filmworks;SILVER LINK.;Manga;['Comedy', 'Fantasy'];;25 min.;PG-13 - Teens 13 or older;6.67;#5656;#2811;50,884;23;;[];"Tatsuko of class 5-1 is really excited about the upcoming school sports festival, her proposal for a new ""Eel Scooping"" event is less than enthusiastically received though, especially by Suzuka. Illya mentions the main event dance to Miyu, and as teacher Taiga Fujimura points out, it entails a huge reward, but will require quite a bit of practice.  And so the close friends: sarcastic Nanaki, level-headed Suzuka, excitable Tatsuko, energetic Illya, shy Mimi, and reserved but athletic Miyu are off to win the dance event for the honour of their class and for Fujimura, who seems to have some saucy bet going on that she most definitely needs to win, or so the girls misunderstand.  (Source: AniDB)";;;;;
65;Naruto: The Cross Roads;https://myanimelist.net/anime/7367/Naruto__The_Cross_Roads;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Naruto's 10th Anniversary;ナルト サ・クロスローズ;Special;1;Finished Airing;Oct 12, 2009;['None found', 'add some'];None found, add some;Pierrot;Original;['Action', 'Fantasy'];Shounen;27 min.;PG-13 - Teens 13 or older;6.79;#5049;#2813;50,863;34;;[];The operation to find a missing person goes awry when Kakashi Hatake falls victim to a suspicious trap and gets separated from his students Naruto Uzumaki, Sasuke Uchiha, and Sakura Haruno. To make matters worse, the trio is ambushed by mysterious ninjas who capture Sakura, prompting Naruto and Sasuke to give chase.  As the two boys engage in a dangerous battle, not even Sasuke's troubling discovery about the mission can deter them from their endeavor to reunite the team and accomplish their task.  [Written by MAL Rewrite];;;;;
66;Quanzhi Fashi III;https://myanimelist.net/anime/38528/Quanzhi_Fashi_III;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Quanzhi Fashi 3rd Season, Quan Zhi Fa Shi 3, Full-Time Magister 3;全职法师Ⅲ;ONA;12;Finished Airing;Oct 12, 2018 to Dec 22, 2018;['Tencent Penguin Pictures', 'China Literature Limited'];None found, add some;Foch Films;Novel;['Action', 'Fantasy'];;18 min. per ep.;PG-13 - Teens 13 or older;7.37;#2223;#2815;50,824;99;;[];After the crisis brought forth by the Black Order, Bo City's surviving residents desert the place. With nearby cities providing shelter to the displaced refugees, Mo Fan and his family accept the offer and travel to Mingzhu City, the capital of magic. Mo Fan has little time to settle in when his teacher Tang Yue requests him to assist her with an investigation involving the Black Order. However, Mo Fan agrees only on the condition of having a dark element awakened in him.  As he steadily attunes to his newfound powers, Mo Fan prepares to enroll at Mingzhu University, a dream place for all magicians. Along the way, Mo Fan's interactions with the elements steadily surpass his expectations, showing him that this is only the beginning of discoveries within his limitless potential.  [Written by MAL Rewrite];;;;School;
67;Granbelm;https://myanimelist.net/anime/39417/Granbelm;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;グランベルム;TV;13;Finished Airing;Jul 6, 2019 to Sep 27, 2019;['Mainichi Broadcasting System', 'Infinite', 'DMM pictures'];None found, add some;Nexus;Original;['Action', 'Fantasy'];;24 min. per ep.;PG-13 - Teens 13 or older;6.68;#5640;#2818;50,813;130;['Mahou Shoujo', 'Mecha'];['Crunchyroll'];Long ago, magic was abundant and enriched the lives of all people until its usage in war. To end the chaos, seven of the most powerful mages gave up their lives in order to seal all magic. Now, almost one thousand years later, their magic seal Magiaconatus hosts Granbelm, a monthly series of battles meant to determine who among its participants is worthy of the title of Princeps, the one true mage.  On the night of a full moon, high school student Mangetsu Kohinata is suddenly transported to an illusionary world where six mages are participating in Granbelm. Mistaken for an enemy mage, Mangetsu is attacked by two mages until she is rescued by Shingetsu Ernesta Fukami and her Armanox Viola Katze. However, when Shingetsu is ambushed for protecting her, Magiaconatus grants Mangetsu the Armanox White Lily, allowing her to fight off Shingetsu's assailant. Overwhelmed by the revelations presented to her, Mangetsu decides to help her new friend fight in Granbelm and make her wish come true.  [Written by MAL Rewrite];Summer 2019;Saturdays at 01:55 (JST);;;
68;Pokemon Movie 18: Ring no Choumajin Hoopa;https://myanimelist.net/anime/25805/Pokemon_Movie_18__Ring_no_Choumajin_Hoopa;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Pokémon the Movie XY 2015, Pokémon the Movie XY: The Archdjinni of Rings - Hoopa, Pokémon Movie 18;ポケモン・ザ・ムービーXY『光輪（リング）の超魔神 フーパ』;Movie;1;Finished Airing;Jul 18, 2015;['None found', 'add some'];The Pokemon Company International;OLM;Game;['Adventure', 'Fantasy'];Kids;1 hr. 18 min.;PG - Children;6.56;#6268;#2817;50,812;16;;[];A century ago, the power of a mighty creature known as Hoopa, who is capable of single-handedly defeating legendary Pokémon, was captured in a bottle by a lone traveler. The bottle was then hidden deep inside a cave in the desert, in the hopes that the darkness sealed within it would never see the light of day again.  Years later, a young man finds the bottle and breaks the curses surrounding it, releasing the power confined within it. Its contents take the form of Hoopa's shadow, and it uses its unbound power to shatter the bottle and prevent anyone from capturing it again. The shadow then goes on a rampage and attacks the original Hoopa, while both Pokémon summon other legendary creatures to aid them in their brawl. Satoshi—a budding Pokémon trainer from the Kanto region—and his friends are caught up in the crossfire, and must now work to stop the ravaging Pokémon, or face a devastating clash of legends.  [Written by MAL Rewrite];;;;;
69;Yu☆Gi☆Oh! (Movie);https://myanimelist.net/anime/2006/Yu%E2%98%86Gi%E2%98%86Oh_Movie;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Yu-Gi-Oh! The Movie, YuGiOh, Yuu Gi Ou, Yuugiou, Yu-Gi-Oh! (1999);遊☆戯☆王;Movie;1;Finished Airing;Mar 6, 1999;['None found', 'add some'];None found, add some;Toei Animation;Manga;['Adventure', 'Comedy', 'Fantasy'];Shounen;30 min.;PG - Children;6.89;#4533;#2819;50,644;104;;['Shahid'];"The card game ""Duel Monsters"" has become all the rage in Domino City. The rules are simple: two players, known as ""Duelists,"" fight each other with the monster cards they have collected in their decks and deduct Life Points. Each Duelist starts with a total of two thousand Life Points, and whoever loses all of them first is defeated in the battle.  One day, a timid boy named Shougo Aoyama buys a deck that contains the ""Red Eyes Black Dragon,"" a legendary card said to bring victory to those courageous enough to fight. Soon, word of the card in Shougo's hands begins to spread, eventually reaching the competitive Duelist Seto Kaiba. Desiring to collect the strongest cards in any way possible, Kaiba invites Shougo and his rival Yuugi Mutou to a Duel Monsters tournament—but will Shougo be able to overcome his fear of losing?  [Written by MAL Rewrite]";;;;Strategy Game;
70;Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi;https://myanimelist.net/anime/45753/Tensei_shitara_Slime_Datta_Ken__Kanwa_-_Hinata_Sakaguchi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;That Time I got Reincarnated as a Slime Episode 24.9, Tensei shitara Slime Datta Ken Recap, Tensura Recap;転生したらスライムだった件 閑話: ヒナタ・サカグチ;Special;1;Finished Airing;Jan 5, 2021;['None found', 'add some'];None found, add some;8bit;Light novel;['Action', 'Adventure', 'Comedy', 'Fantasy'];;23 min.;PG-13 - Teens 13 or older;6.74;#5309;#2821;50,576;106;;[];A summary of season one of Tensei shitara Slime Datta Ken with some extra content leading into season two.;;;;Mythology;
