;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;theme;demographic;duration;rating;score;ranked;popularity;members;favorites;themes;platforms;synopsis
70;Uchuu Senchi Kyuugou SOS: Tetsuwan Atom to Kangaeru Minna no Mirai;https://myanimelist.net/anime/54081/Uchuu_Senchi_Kyuugou_SOS__Tetsuwan_Atom_to_Kangaeru_Minna_no_Mirai;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;宇宙船地球号ＳＯＳ　～鉄腕アトムと考えるみんなの未来～;Movie;1;Finished Airing;May 30, 1999;['None found', 'add some'];None found, add some;None found, add some;Manga;['Action', 'Adventure', 'Sci-Fi'];Unknown;G - All Ages;N/A;#20846;#21335;59;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Space;;;
71;Xin Datou Er Zi He Xiao Tou Baba 3: Eluosi Qiyu Ji;https://myanimelist.net/anime/43928/Xin_Datou_Er_Zi_He_Xiao_Tou_Baba_3__Eluosi_Qiyu_Ji;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;新大头儿子和小头爸爸3：俄罗斯奇遇记;Movie;1;Finished Airing;Jul 6, 2018;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Adventure', 'Comedy'];1 hr. 21 min.;G - All Ages;N/A;#21468;#21343;59;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
72;Byeoljubu Haelo;https://myanimelist.net/anime/48216/Byeoljubu_Haelo;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;별주부 해로;Movie;1;Finished Airing;Aug 11, 2001;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];1 hr. 15 min.;PG - Children;N/A;#18138;#21377;58;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
73;Chao Neng Long Qi Xia;https://myanimelist.net/anime/44900/Chao_Neng_Long_Qi_Xia;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;超能龙骑侠;Movie;1;Finished Airing;Jan 13, 2017;['None found', 'add some'];None found, add some;None found, add some;Original;['Action', 'Adventure', 'Fantasy', 'Sci-Fi'];1 hr. 26 min.;PG - Children;N/A;#18242;#21378;58;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
74;Giant Killing (Music);https://myanimelist.net/anime/51499/Giant_Killing_Music;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;ジャイアントキリング;Music;1;Finished Airing;Mar 13, 2020;['None found', 'add some'];None found, add some;None found, add some;Original;;3 min.;G - All Ages;N/A;#19291;#21380;58;0;;;[];Music video for the song Giant Killing by Loin with vocals by flower.;Music;;;Adventure
75;Long Qi Xia;https://myanimelist.net/anime/44899/Long_Qi_Xia;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;龙骑侠;Movie;1;Finished Airing;Jan 1, 2015;['None found', 'add some'];None found, add some;None found, add some;Original;['Action', 'Adventure', 'Fantasy', 'Sci-Fi'];1 hr. 30 min.;PG - Children;N/A;#14262;#21386;58;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
76;Wukong Qiyu Ji;https://myanimelist.net/anime/45081/Wukong_Qiyu_Ji;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;悟空奇遇记;Movie;1;Finished Airing;May 1, 2019;['None found', 'add some'];None found, add some;None found, add some;Novel;['Adventure', 'Fantasy'];1 hr. 28 min.;G - All Ages;N/A;#21157;#21401;58;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
77;Xin Datou Er Zi He Xiao Tou Baba 2: Yi Ri Chengcai;https://myanimelist.net/anime/43929/Xin_Datou_Er_Zi_He_Xiao_Tou_Baba_2__Yi_Ri_Chengcai;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;新大头儿子和小头爸爸2一日成才;Movie;1;Finished Airing;Aug 19, 2016;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Adventure', 'Comedy'];1 hr. 20 min.;G - All Ages;N/A;#21466;#21405;58;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
78;Xin Datou Er Zi He Xiao Tou Baba: Caoyuan Qiyu;https://myanimelist.net/anime/43937/Xin_Datou_Er_Zi_He_Xiao_Tou_Baba__Caoyuan_Qiyu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;The New Big Head Son and Small Head Dad: Grassland of Adventure;新大头儿子和小头爸爸之草原奇遇;Special;1;Finished Airing;Feb 18, 2015;['None found', 'add some'];None found, add some;None found, add some;Unknown;;48 min.;G - All Ages;N/A;#21473;#21406;58;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;Adventure
79;Xingfu Xiao Zhen;https://myanimelist.net/anime/44576/Xingfu_Xiao_Zhen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;幸福小镇;ONA;52;Finished Airing;Dec 14, 2011 to 2013;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Action', 'Adventure', 'Comedy'];13 min. per ep.;G - All Ages;N/A;#21539;#21408;59;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Parody;;;
80;Zheng He 1405: Mo Hai Xun Zong;https://myanimelist.net/anime/44836/Zheng_He_1405__Mo_Hai_Xun_Zong;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;郑和1405:魔海寻踪;Movie;1;Finished Airing;Nov 29, 2013;['None found', 'add some'];None found, add some;None found, add some;Other;;1 hr. 38 min.;PG-13 - Teens 13 or older;N/A;#21986;#21412;58;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Historical;;;Adventure
81;Shaonian Shiye: Da Yu Baozang;https://myanimelist.net/anime/44427/Shaonian_Shiye__Da_Yu_Baozang;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;少年师爷之大禹宝藏;Movie;1;Finished Airing;Jul 22, 2016;['None found', 'add some'];None found, add some;None found, add some;Original;;1 hr. 23 min.;PG - Children;N/A;#16336;#21440;57;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Historical;;;Adventure
82;Toon Blast;https://myanimelist.net/anime/50535/Toon_Blast;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Peak Games;;ONA;5;Finished Airing;Aug 28, 2020 to Dec 31, 2021;['None found', 'add some'];None found, add some;VCRWORKS;Game;;1 min. per ep.;G - All Ages;N/A;#17405;#21449;57;0;;;[];Bruno, Cooper, and Wally's first mystical adventure.  (Source: Vimeo);;;;Adventure
83;Tuzi Zhen De Huo Huli;https://myanimelist.net/anime/44897/Tuzi_Zhen_De_Huo_Huli;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;The Firefox of Bunnington Burrows;兔子镇的火狐狸;Movie;1;Finished Airing;Oct 30, 2015;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];1 hr. 29 min.;PG - Children;N/A;#20822;#21450;57;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Anthropomorphic;;;
84;Xiayi Xiao Qingtian;https://myanimelist.net/anime/45181/Xiayi_Xiao_Qingtian;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;侠义小青天;TV;65;Finished Airing;Jul 2, 2010 to Sep 1, 2010;['None found', 'add some'];None found, add some;None found, add some;Other;;13 min. per ep.;PG - Children;N/A;#21457;#21460;57;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Historical;Summer 2010;Unknown;Adventure
85;Zhongji Da Maoxian;https://myanimelist.net/anime/52704/Zhongji_Da_Maoxian;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Fantastic Adventure;终极大冒险;Movie;1;Finished Airing;Jul 20, 2013;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Comedy', 'Drama'];1 hr. 23 min.;PG-13 - Teens 13 or older;N/A;#22049;#21414;57;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Anthropomorphic;;;
86;Alibaba Yu Shen Deng;https://myanimelist.net/anime/45114/Alibaba_Yu_Shen_Deng;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;阿里巴巴与神灯;Movie;1;Finished Airing;Sep 5, 2020;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Adventure', 'Fantasy'];1 hr. 19 min.;PG - Children;N/A;#17567;#21496;56;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
87;Da Xiang Lin Wang: Yi Pao Cheng Ming;https://myanimelist.net/anime/45032/Da_Xiang_Lin_Wang__Yi_Pao_Cheng_Ming;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;大象林旺之一炮成名;Movie;1;Finished Airing;Aug 4, 2017 to ?;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];1 hr. 16 min.;PG - Children;N/A;#18563;#21502;56;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Anthropomorphic;;;
88;Eiga no Yousei: Fill and Moo;https://myanimelist.net/anime/53125/Eiga_no_Yousei__Fill_and_Moo;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;映画の妖精 フィルとムー;Movie;1;Finished Airing;2017;['None found', 'add some'];None found, add some;Angle;Original;['Adventure', 'Fantasy'];8 min.;G - All Ages;N/A;#18953;#21503;56;0;;Kids;[];Fill is a film fairy who lives alone in ruins. She looks lonely. One day, a projector shows up in front of her, and suddenly old films appear among the sound of rolling film. Fill is roped into the screen by a film seed named Moo, and the journey of Fill and Moo begins.  (Source: Winter Film Awards);;;;
89;Guo Bao Tegong: Shuiguo Da Taowang;https://myanimelist.net/anime/44286/Guo_Bao_Tegong__Shuiguo_Da_Taowang;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;果宝特攻之水果大逃亡;Movie;1;Finished Airing;Jan 23, 2016;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];1 hr. 37 min.;PG - Children;N/A;#19426;#21505;56;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
90;Haier Xiongdi;https://myanimelist.net/anime/43958/Haier_Xiongdi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;海尔兄弟;TV;212;Finished Airing;1995 to 2001;['None found', 'add some'];None found, add some;None found, add some;Original;;11 min. per ep.;PG - Children;N/A;#19488;#21506;56;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;?;Unknown;Adventure
91;Luxing Ba! Jingdizhiwa;https://myanimelist.net/anime/45066/Luxing_Ba_Jingdizhiwa;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Travel! Frog in the Shallow Well;旅行吧！井底之蛙;Movie;1;Finished Airing;Aug 18, 2018;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];1 hr. 16 min.;PG - Children;N/A;#14318;#21470;56;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
92;Mujigae Yojeong Tongtong;https://myanimelist.net/anime/48206/Mujigae_Yojeong_Tongtong;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;무지개 요정 통통;TV;19;Finished Airing;Feb 23, 2001 to Jun 2002;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];25 min. per ep.;PG - Children;N/A;#14898;#21471;57;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;Winter 2001;Unknown;
93;Pororo Movie: Nun-yojeong Ma-eul Daemoheom;https://myanimelist.net/anime/48238/Pororo_Movie__Nun-yojeong_Ma-eul_Daemoheom;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;뽀로로 극장판: 눈요정 마을 대모험;Movie;1;Finished Airing;Dec 11, 2014;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Adventure', 'Fantasy'];35 min.;PG - Children;N/A;#15701;#21476;56;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
94;Qimiao Wangguo: Mofa Qi Yuan;https://myanimelist.net/anime/45115/Qimiao_Wangguo__Mofa_Qi_Yuan;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;奇妙王国之魔法奇缘;Movie;1;Finished Airing;Dec 26, 2020;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];1 hr. 19 min.;PG - Children;N/A;#15833;#21478;56;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
95;Shi Shenhun;https://myanimelist.net/anime/47465/Shi_Shenhun;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;食神魂;ONA;12;Finished Airing;May 26, 2017 to Aug 11, 2017;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy', 'Gourmet'];10 min. per ep.;G - All Ages;N/A;#16450;#21481;56;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
96;Xiao Po Hai Da Zhuangyuan;https://myanimelist.net/anime/45119/Xiao_Po_Hai_Da_Zhuangyuan;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;小破孩大状元;Movie;1;Finished Airing;Jan 1, 2021;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Comedy', 'Fantasy'];1 hr. 25 min.;G - All Ages;N/A;#21325;#21488;56;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
97;Alibaba Dadao Qibing;https://myanimelist.net/anime/44912/Alibaba_Dadao_Qibing;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;阿里巴巴大盗奇兵;Movie;1;Finished Airing;May 23, 2015;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Adventure', 'Fantasy'];1 hr. 16 min.;PG - Children;N/A;#17565;#21512;55;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
98;Kung Fu Si Xia: Yong Chuang Digong;https://myanimelist.net/anime/44964/Kung_Fu_Si_Xia__Yong_Chuang_Digong;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Gongfu Si Xia: Yong Chuang Digong;功夫四侠：勇闯地宫;Movie;1;Finished Airing;Apr 5, 2019;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];1 hr. 15 min.;PG - Children;N/A;#14044;#21533;55;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Anthropomorphic;;;
99;Tianyan You Qi Zhao;https://myanimelist.net/anime/45374/Tianyan_You_Qi_Zhao;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;天眼有奇招;TV;156;Finished Airing;2005 to ?;['None found', 'add some'];None found, add some;None found, add some;Original;;22 min. per ep.;PG - Children;N/A;#17294;#21543;55;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;?;Unknown;Adventure
0;Qinhan Yingxiong Chuan;https://myanimelist.net/anime/44179/Qinhan_Yingxiong_Chuan;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Qinhan The Hero is Summoned;秦漢英雄傳;TV;52;Finished Airing;Jan 12, 2011 to 2011;?;Unknown;['None found', 'add some'];None found, add some;None found, add some;Other;Adventure;Historical;25 min. per ep.;PG-13 - Teens 13 or older;N/A;#15858;#21539;55;0;;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
