;title;link;preliminary
73;D.Gray-man;https://myanimelist.net/anime/1482/DGray-man;off
95;Jujutsu Kaisen 0 Movie;https://myanimelist.net/anime/48561/Jujutsu_Kaisen_0_Movie;off
74;Nisekoi:;https://myanimelist.net/anime/27787/Nisekoi_;off
75;Ore no Imouto ga Konnani Kawaii Wake ga Nai;https://myanimelist.net/anime/8769/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai;off
76;Blood Lad;https://myanimelist.net/anime/11633/Blood_Lad;off
36;86;https://myanimelist.net/anime/41457/86;off
77;Tensei shitara Slime Datta Ken 2nd Season Part 2;https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2;off
78;K-On!!;https://myanimelist.net/anime/7791/K-On;off
79;Himouto! Umaru-chan;https://myanimelist.net/anime/28825/Himouto_Umaru-chan;off
80;Rosario to Vampire;https://myanimelist.net/anime/2993/Rosario_to_Vampire;off
59;Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai;https://myanimelist.net/anime/38329/Seishun_Buta_Yarou_wa_Yumemiru_Shoujo_no_Yume_wo_Minai;off
81;5-toubun no Hanayome ∬;https://myanimelist.net/anime/39783/5-toubun_no_Hanayome_%E2%88%AC;off
80;Kuzu no Honkai;https://myanimelist.net/anime/32949/Kuzu_no_Honkai;off
82;Yuu☆Yuu☆Hakusho;https://myanimelist.net/anime/392/Yuu%E2%98%86Yuu%E2%98%86Hakusho;off
81;3-gatsu no Lion;https://myanimelist.net/anime/31646/3-gatsu_no_Lion;off
99;Shinmai Maou no Testament;https://myanimelist.net/anime/23233/Shinmai_Maou_no_Testament;off
100;Claymore;https://myanimelist.net/anime/1818/Claymore;off
83;Monogatari Series: Second Season;https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season;off
101;Arifureta Shokugyou de Sekai Saikyou;https://myanimelist.net/anime/36882/Arifureta_Shokugyou_de_Sekai_Saikyou;off
82;School Days;https://myanimelist.net/anime/2476/School_Days;off
84;Ore Monogatari!!;https://myanimelist.net/anime/28297/Ore_Monogatari;off
5;Perfect Blue;https://myanimelist.net/anime/437/Perfect_Blue;off
102;Akagami no Shirayuki-hime;https://myanimelist.net/anime/30123/Akagami_no_Shirayuki-hime;off
37;Gakusen Toshi Asterisk;https://myanimelist.net/anime/30544/Gakusen_Toshi_Asterisk;off
7;Barakamon;https://myanimelist.net/anime/22789/Barakamon;off
86;Amagi Brilliant Park;https://myanimelist.net/anime/22147/Amagi_Brilliant_Park;off
87;Blend S;https://myanimelist.net/anime/34618/Blend_S;off
88;Saenai Heroine no Sodatekata;https://myanimelist.net/anime/23277/Saenai_Heroine_no_Sodatekata;off
85;Hotaru no Haka;https://myanimelist.net/anime/578/Hotaru_no_Haka;off
38;Psycho-Pass 2;https://myanimelist.net/anime/23281/Psycho-Pass_2;off
86;Suki tte Ii na yo.;https://myanimelist.net/anime/14289/Suki_tte_Ii_na_yo;off
89;Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!;https://myanimelist.net/anime/16742/Watashi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui;off
90;Lucky☆Star;https://myanimelist.net/anime/1887/Lucky%E2%98%86Star;off
70;Satsuriku no Tenshi;https://myanimelist.net/anime/35994/Satsuriku_no_Tenshi;off
91;Gamers!;https://myanimelist.net/anime/34280/Gamers;off
105;Strike the Blood;https://myanimelist.net/anime/18277/Strike_the_Blood;off
92;Hataraku Saibou;https://myanimelist.net/anime/37141/Hataraku_Saibou;off
39;IS: Infinite Stratos;https://myanimelist.net/anime/9041/IS__Infinite_Stratos;off
94;Baka to Test to Shoukanjuu;https://myanimelist.net/anime/6347/Baka_to_Test_to_Shoukanjuu;off
40;To LOVE-Ru;https://myanimelist.net/anime/3455/To_LOVE-Ru;off
96;Kamisama Hajimemashita;https://myanimelist.net/anime/14713/Kamisama_Hajimemashita;off
41;Ergo Proxy;https://myanimelist.net/anime/790/Ergo_Proxy;off
97;Little Witch Academia (TV);https://myanimelist.net/anime/33489/Little_Witch_Academia_TV;off
108;Rokka no Yuusha;https://myanimelist.net/anime/28497/Rokka_no_Yuusha;off
87;Nana;https://myanimelist.net/anime/877/Nana;off
98;Kore wa Zombie desu ka?;https://myanimelist.net/anime/8841/Kore_wa_Zombie_desu_ka;off
42;Date A Live II;https://myanimelist.net/anime/19163/Date_A_Live_II;off
43;Inuyashiki;https://myanimelist.net/anime/34542/Inuyashiki;off
100;Kami nomi zo Shiru Sekai;https://myanimelist.net/anime/8525/Kami_nomi_zo_Shiru_Sekai;off
73;Great Pretender;https://myanimelist.net/anime/40052/Great_Pretender;off
102;Pokemon;https://myanimelist.net/anime/527/Pokemon;off
44;Dragon Ball GT;https://myanimelist.net/anime/225/Dragon_Ball_GT;off
103;Bakuman.;https://myanimelist.net/anime/7674/Bakuman;off
111;Kenpuu Denki Berserk;https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk;off
45;Koukaku Kidoutai;https://myanimelist.net/anime/43/Koukaku_Kidoutai;off
104;Saiki Kusuo no Ψ-nan 2;https://myanimelist.net/anime/34612/Saiki_Kusuo_no_%CE%A8-nan_2;off
112;Kimetsu no Yaiba: Mugen Ressha-hen;https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen;off
113;Log Horizon 2nd Season;https://myanimelist.net/anime/23321/Log_Horizon_2nd_Season;off
105;Sankarea;https://myanimelist.net/anime/11499/Sankarea;off
91;Grisaia no Kajitsu;https://myanimelist.net/anime/17729/Grisaia_no_Kajitsu;off
46;Suzumiya Haruhi no Shoushitsu;https://myanimelist.net/anime/7311/Suzumiya_Haruhi_no_Shoushitsu;off
47;Gintama°;https://myanimelist.net/anime/28977/Gintama%C2%B0;off
166;Sword Art Online Alternative: Gun Gale Online;https://myanimelist.net/anime/36475/Sword_Art_Online_Alternative__Gun_Gale_Online;off
48;Toaru Kagaku no Railgun;https://myanimelist.net/anime/6213/Toaru_Kagaku_no_Railgun;off
68;Vampire Knight;https://myanimelist.net/anime/3457/Vampire_Knight;off
114;Nagi no Asu kara;https://myanimelist.net/anime/16067/Nagi_no_Asu_kara;off
115;Zetsuen no Tempest;https://myanimelist.net/anime/14075/Zetsuen_no_Tempest;off
31;Shokugeki no Souma: Shin no Sara;https://myanimelist.net/anime/39940/Shokugeki_no_Souma__Shin_no_Sara;off
21;Shiki;https://myanimelist.net/anime/7724/Shiki;off
107;Beelzebub;https://myanimelist.net/anime/9513/Beelzebub;off
108;Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru;https://myanimelist.net/anime/38659/Shinchou_Yuusha__Kono_Yuusha_ga_Ore_Tueee_Kuse_ni_Shinchou_Sugiru;off
117;The Last: Naruto the Movie;https://myanimelist.net/anime/16870/The_Last__Naruto_the_Movie;off
172;Bungou Stray Dogs 3rd Season;https://myanimelist.net/anime/38003/Bungou_Stray_Dogs_3rd_Season;off
49;"Steins;Gate Movie: Fuka Ryouiki no Déjà vu";https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_D%C3%A9j%C3%A0_vu;off
173;Ajin;https://myanimelist.net/anime/31580/Ajin;off
109;Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?;https://myanimelist.net/anime/15315/Mondaiji-tachi_ga_Isekai_kara_Kuru_Sou_desu_yo;off
96;Hige wo Soru. Soshite Joshikousei wo Hirou.;https://myanimelist.net/anime/40938/Hige_wo_Soru_Soshite_Joshikousei_wo_Hirou;off
119;Sword Art Online: Alicization - War of Underworld 2nd Season;https://myanimelist.net/anime/40540/Sword_Art_Online__Alicization_-_War_of_Underworld_2nd_Season;off
110;Karakai Jouzu no Takagi-san;https://myanimelist.net/anime/35860/Karakai_Jouzu_no_Takagi-san;off
111;Lovely★Complex;https://myanimelist.net/anime/2034/Lovely%E2%98%85Complex;off
120;Hunter x Hunter;https://myanimelist.net/anime/136/Hunter_x_Hunter;off
112;Kiss x Sis (TV);https://myanimelist.net/anime/7593/Kiss_x_Sis_TV;off
121;Ousama Ranking;https://myanimelist.net/anime/40834/Ousama_Ranking;off
177;Gangsta.;https://myanimelist.net/anime/25183/Gangsta;off
122;Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III;https://myanimelist.net/anime/40454/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_III;off
50;Higashi no Eden;https://myanimelist.net/anime/5630/Higashi_no_Eden;off
73;Jibaku Shounen Hanako-kun;https://myanimelist.net/anime/39534/Jibaku_Shounen_Hanako-kun;off
113;Kuroshitsuji II;https://myanimelist.net/anime/6707/Kuroshitsuji_II;off
114;Kenja no Mago;https://myanimelist.net/anime/36407/Kenja_no_Mago;off
84;Katanagatari;https://myanimelist.net/anime/6594/Katanagatari;off
115;Katekyo Hitman Reborn!;https://myanimelist.net/anime/1604/Katekyo_Hitman_Reborn;off
124;Kaifuku Jutsushi no Yarinaoshi;https://myanimelist.net/anime/40750/Kaifuku_Jutsushi_no_Yarinaoshi;off
116;Majo no Takkyuubin;https://myanimelist.net/anime/512/Majo_no_Takkyuubin;off
117;Mob Psycho 100 III;https://myanimelist.net/anime/50172/Mob_Psycho_100_III;off
118;Drifters;https://myanimelist.net/anime/31339/Drifters;off
10;Hajime no Ippo;https://myanimelist.net/anime/263/Hajime_no_Ippo;off
127;Gake no Ue no Ponyo;https://myanimelist.net/anime/2890/Gake_no_Ue_no_Ponyo;off
33;Absolute Duo;https://myanimelist.net/anime/25397/Absolute_Duo;off
119;Nekomonogatari: Kuro;https://myanimelist.net/anime/15689/Nekomonogatari__Kuro;off
120;Ore no Kanojo to Osananajimi ga Shuraba Sugiru;https://myanimelist.net/anime/14749/Ore_no_Kanojo_to_Osananajimi_ga_Shuraba_Sugiru;off
51;Evangelion: 1.0 You Are (Not) Alone;https://myanimelist.net/anime/2759/Evangelion__10_You_Are_Not_Alone;off
128;Violet Evergarden Movie;https://myanimelist.net/anime/37987/Violet_Evergarden_Movie;off
52;Cyberpunk: Edgerunners;https://myanimelist.net/anime/42310/Cyberpunk__Edgerunners;off
188;Boku no Hero Academia the Movie 2: Heroes:Rising;https://myanimelist.net/anime/39565/Boku_no_Hero_Academia_the_Movie_2__Heroes_Rising;off
53;God Eater;https://myanimelist.net/anime/27631/God_Eater;off
130;Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2;https://myanimelist.net/anime/31637/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri_Part_2;off
102;Given;https://myanimelist.net/anime/39533/Given;off
131;Shakugan no Shana;https://myanimelist.net/anime/355/Shakugan_no_Shana;off
39;Gosick;https://myanimelist.net/anime/8425/Gosick;off
78;Fruits Basket;https://myanimelist.net/anime/120/Fruits_Basket;off
121;Musaigen no Phantom World;https://myanimelist.net/anime/31442/Musaigen_no_Phantom_World;off
123;Isekai wa Smartphone to Tomo ni.;https://myanimelist.net/anime/35203/Isekai_wa_Smartphone_to_Tomo_ni;off
54;Gintama';https://myanimelist.net/anime/9969/Gintama;off
55;Darwin's Game;https://myanimelist.net/anime/38656/Darwins_Game;off
124;Boku wa Tomodachi ga Sukunai Next;https://myanimelist.net/anime/14967/Boku_wa_Tomodachi_ga_Sukunai_Next;off
79;Natsume Yuujinchou;https://myanimelist.net/anime/4081/Natsume_Yuujinchou;off
109;Tsuki ga Kirei;https://myanimelist.net/anime/34822/Tsuki_ga_Kirei;off
125;Netoge no Yome wa Onnanoko ja Nai to Omotta?;https://myanimelist.net/anime/31404/Netoge_no_Yome_wa_Onnanoko_ja_Nai_to_Omotta;off
134;Kobayashi-san Chi no Maid Dragon S;https://myanimelist.net/anime/39247/Kobayashi-san_Chi_no_Maid_Dragon_S;off
56;Evangelion: 2.0 You Can (Not) Advance;https://myanimelist.net/anime/3784/Evangelion__20_You_Can_Not_Advance;off
11;SK∞;https://myanimelist.net/anime/42923/SK%E2%88%9E;off
57;Suzumiya Haruhi no Yuuutsu (2009);https://myanimelist.net/anime/4382/Suzumiya_Haruhi_no_Yuuutsu_2009;off
127;Hajimete no Gal;https://myanimelist.net/anime/34403/Hajimete_no_Gal;off
128;Ichiban Ushiro no Daimaou;https://myanimelist.net/anime/7088/Ichiban_Ushiro_no_Daimaou;off
58;Summer Wars;https://myanimelist.net/anime/5681/Summer_Wars;off
197;Kizumonogatari I: Tekketsu-hen;https://myanimelist.net/anime/9260/Kizumonogatari_I__Tekketsu-hen;off
59;Paprika;https://myanimelist.net/anime/1943/Paprika;off
60;Aldnoah.Zero;https://myanimelist.net/anime/22729/AldnoahZero;off
199;Boku no Hero Academia 6th Season;https://myanimelist.net/anime/49918/Boku_no_Hero_Academia_6th_Season;off
130;Dorohedoro;https://myanimelist.net/anime/38668/Dorohedoro;off
40;Shokugeki no Souma: Gou no Sara;https://myanimelist.net/anime/40902/Shokugeki_no_Souma__Gou_no_Sara;off
201;Black Lagoon: The Second Barrage;https://myanimelist.net/anime/1519/Black_Lagoon__The_Second_Barrage;off
12;Blue Lock;https://myanimelist.net/anime/49596/Blue_Lock;off
138;Sousei no Onmyouji;https://myanimelist.net/anime/32105/Sousei_no_Onmyouji;off
108;Citrus;https://myanimelist.net/anime/34382/Citrus;off
131;Inu x Boku SS;https://myanimelist.net/anime/11013/Inu_x_Boku_SS;off
110;Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season;https://myanimelist.net/anime/51096/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_2nd_Season;off
132;Zero no Tsukaima: Futatsuki no Kishi;https://myanimelist.net/anime/1840/Zero_no_Tsukaima__Futatsuki_no_Kishi;off
133;Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.;https://myanimelist.net/anime/38790/Itai_no_wa_Iya_nano_de_Bougyoryoku_ni_Kyokufuri_Shitai_to_Omoimasu;off
62;Vivy: Fluorite Eye's Song;https://myanimelist.net/anime/46095/Vivy__Fluorite_Eyes_Song;off
61;Megalo Box;https://myanimelist.net/anime/36563/Megalo_Box;off
82;Yofukashi no Uta;https://myanimelist.net/anime/50346/Yofukashi_no_Uta;off
206;Shingeki no Kyojin: Kuinaki Sentaku;https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku;off
134;Hinamatsuri (TV);https://myanimelist.net/anime/36296/Hinamatsuri_TV;off
63;Full Metal Panic!;https://myanimelist.net/anime/71/Full_Metal_Panic;off
11;Usagi Drop;https://myanimelist.net/anime/10162/Usagi_Drop;off
136;Mayo Chiki!;https://myanimelist.net/anime/10110/Mayo_Chiki;off
1;Yosuga no Sora: In Solitude, Where We Are Least Alone.;https://myanimelist.net/anime/8861/Yosuga_no_Sora__In_Solitude_Where_We_Are_Least_Alone;off
137;Seitokai Yakuindomo;https://myanimelist.net/anime/8675/Seitokai_Yakuindomo;off
138;High School DxD Hero;https://myanimelist.net/anime/34281/High_School_DxD_Hero;off
141;Death March kara Hajimaru Isekai Kyousoukyoku;https://myanimelist.net/anime/34497/Death_March_kara_Hajimaru_Isekai_Kyousoukyoku;off
142;Fairy Tail: Final Series;https://myanimelist.net/anime/35972/Fairy_Tail__Final_Series;off
139;Rurouni Kenshin: Meiji Kenkaku Romantan;https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan;off
64;Re:Creators;https://myanimelist.net/anime/34561/Re_Creators;off
140;Sora yori mo Tooi Basho;https://myanimelist.net/anime/35839/Sora_yori_mo_Tooi_Basho;off
141;Aho Girl;https://myanimelist.net/anime/34881/Aho_Girl;off
144;Ookami to Koushinryou II;https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II;off
145;Vanitas no Karte;https://myanimelist.net/anime/48580/Vanitas_no_Karte;off
213;Tokyo Ravens;https://myanimelist.net/anime/16011/Tokyo_Ravens;off
146;Takt Op. Destiny;https://myanimelist.net/anime/48556/Takt_Op_Destiny;off
65;Chobits;https://myanimelist.net/anime/59/Chobits;off
215;Durarara!!x2 Shou;https://myanimelist.net/anime/23199/Durararax2_Shou;off
143;Zombieland Saga;https://myanimelist.net/anime/37976/Zombieland_Saga;off
147;Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru;https://myanimelist.net/anime/47790/Sekai_Saikou_no_Ansatsusha_Isekai_Kizoku_ni_Tensei_suru;off
148;Maoyuu Maou Yuusha;https://myanimelist.net/anime/14833/Maoyuu_Maou_Yuusha;off
87;Higurashi no Naku Koro ni Kai;https://myanimelist.net/anime/1889/Higurashi_no_Naku_Koro_ni_Kai;off
66;Sora no Otoshimono;https://myanimelist.net/anime/5958/Sora_no_Otoshimono;off
145;Kawaii dake ja Nai Shikimori-san;https://myanimelist.net/anime/45613/Kawaii_dake_ja_Nai_Shikimori-san;off
149;Magi: Sinbad no Bouken (TV);https://myanimelist.net/anime/31741/Magi__Sinbad_no_Bouken_TV;off
89;Fruits Basket 2nd Season;https://myanimelist.net/anime/40417/Fruits_Basket_2nd_Season;off
146;Owarimonogatari;https://myanimelist.net/anime/31181/Owarimonogatari;off
46;Gleipnir;https://myanimelist.net/anime/39463/Gleipnir;off
150;Fate/Apocrypha;https://myanimelist.net/anime/34662/Fate_Apocrypha;off
12;Yuru Camp△;https://myanimelist.net/anime/34798/Yuru_Camp%E2%96%B3;off
67;Tenkuu no Shiro Laputa;https://myanimelist.net/anime/513/Tenkuu_no_Shiro_Laputa;off
147;Ookami Shoujo to Kuro Ouji;https://myanimelist.net/anime/23673/Ookami_Shoujo_to_Kuro_Ouji;off
148;Ishuzoku Reviewers;https://myanimelist.net/anime/40010/Ishuzoku_Reviewers;off
68;Toaru Majutsu no Index II;https://myanimelist.net/anime/8937/Toaru_Majutsu_no_Index_II;off
149;Net-juu no Susume;https://myanimelist.net/anime/36038/Net-juu_no_Susume;off
117;Kimi ni Todoke 2nd Season;https://myanimelist.net/anime/9656/Kimi_ni_Todoke_2nd_Season;off
150;Asobi Asobase;https://myanimelist.net/anime/37171/Asobi_Asobase;off
151;Mieruko-chan;https://myanimelist.net/anime/48483/Mieruko-chan;off
153;Boruto: Naruto the Movie;https://myanimelist.net/anime/28755/Boruto__Naruto_the_Movie;off
154;Overlord IV;https://myanimelist.net/anime/48895/Overlord_IV;off
152;Uzaki-chan wa Asobitai!;https://myanimelist.net/anime/41226/Uzaki-chan_wa_Asobitai;off
223;Kaze no Stigma;https://myanimelist.net/anime/1691/Kaze_no_Stigma;off
153;Mairimashita! Iruma-kun;https://myanimelist.net/anime/39196/Mairimashita_Iruma-kun;off
13;Tanaka-kun wa Itsumo Kedaruge;https://myanimelist.net/anime/32093/Tanaka-kun_wa_Itsumo_Kedaruge;off
14;Chihayafuru;https://myanimelist.net/anime/10800/Chihayafuru;off
154;Gabriel DropOut;https://myanimelist.net/anime/33731/Gabriel_DropOut;off
155;Hentai Ouji to Warawanai Neko.;https://myanimelist.net/anime/15225/Hentai_Ouji_to_Warawanai_Neko;off
156;Dagashi Kashi;https://myanimelist.net/anime/31636/Dagashi_Kashi;off
224;Shingeki no Kyojin OVA;https://myanimelist.net/anime/18397/Shingeki_no_Kyojin_OVA;off
226;Kizumonogatari III: Reiketsu-hen;https://myanimelist.net/anime/31758/Kizumonogatari_III__Reiketsu-hen;off
103;JoJo no Kimyou na Bouken Part 6: Stone Ocean;https://myanimelist.net/anime/48661/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean;off
99;Kyokou Suiri;https://myanimelist.net/anime/39017/Kyokou_Suiri;off
14;Love Live! School Idol Project;https://myanimelist.net/anime/15051/Love_Live_School_Idol_Project;off
120;Hibike! Euphonium;https://myanimelist.net/anime/27989/Hibike_Euphonium;off
157;Zero no Tsukaima: Princesses no Rondo;https://myanimelist.net/anime/3712/Zero_no_Tsukaima__Princesses_no_Rondo;off
69;Mekakucity Actors;https://myanimelist.net/anime/21603/Mekakucity_Actors;off
26;Gakkougurashi!;https://myanimelist.net/anime/24765/Gakkougurashi;off
158;Watashi ga Motete Dousunda;https://myanimelist.net/anime/32899/Watashi_ga_Motete_Dousunda;off
159;Ore wo Suki nano wa Omae dake ka yo;https://myanimelist.net/anime/38483/Ore_wo_Suki_nano_wa_Omae_dake_ka_yo;off
157;Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria;https://myanimelist.net/anime/32887/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_Gaiden__Sword_Oratoria;off
158;Houseki no Kuni;https://myanimelist.net/anime/35557/Houseki_no_Kuni;off
160;Hataraku Maou-sama!!;https://myanimelist.net/anime/48413/Hataraku_Maou-sama;off
161;Shirobako;https://myanimelist.net/anime/25835/Shirobako;off
162;Kage no Jitsuryokusha ni Naritakute!;https://myanimelist.net/anime/48316/Kage_no_Jitsuryokusha_ni_Naritakute;off
161;Fate/stay night Movie: Heaven's Feel - I. Presage Flower;https://myanimelist.net/anime/25537/Fate_stay_night_Movie__Heavens_Feel_-_I_Presage_Flower;off
70;Koukyoushihen Eureka Seven;https://myanimelist.net/anime/237/Koukyoushihen_Eureka_Seven;off
163;Yojouhan Shinwa Taikei;https://myanimelist.net/anime/7785/Yojouhan_Shinwa_Taikei;off
164;Ore no Imouto ga Konnani Kawaii Wake ga Nai.;https://myanimelist.net/anime/13659/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai;off
165;Working!!;https://myanimelist.net/anime/6956/Working;off
232;Kizumonogatari II: Nekketsu-hen;https://myanimelist.net/anime/31757/Kizumonogatari_II__Nekketsu-hen;off
71;"Steins;Gate: Oukoubakko no Poriomania";https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania;off
72;No.6;https://myanimelist.net/anime/10161/No6;off
162;Pandora Hearts;https://myanimelist.net/anime/5530/Pandora_Hearts;off
104;Fruits Basket: The Final;https://myanimelist.net/anime/42938/Fruits_Basket__The_Final;off
73;Gakusen Toshi Asterisk 2nd Season;https://myanimelist.net/anime/31737/Gakusen_Toshi_Asterisk_2nd_Season;off
168;Komi-san wa, Comyushou desu. 2nd Season;https://myanimelist.net/anime/50631/Komi-san_wa_Comyushou_desu_2nd_Season;off
169;Cardcaptor Sakura;https://myanimelist.net/anime/232/Cardcaptor_Sakura;off
170;New Game!;https://myanimelist.net/anime/31953/New_Game;off
74;Evangelion: 3.0 You Can (Not) Redo;https://myanimelist.net/anime/3785/Evangelion__30_You_Can_Not_Redo;off
128;Blue Period;https://myanimelist.net/anime/46352/Blue_Period;off
171;Bokutachi wa Benkyou ga Dekinai;https://myanimelist.net/anime/38186/Bokutachi_wa_Benkyou_ga_Dekinai;off
172;Kekkai Sensen & Beyond;https://myanimelist.net/anime/34451/Kekkai_Sensen___Beyond;off
166;Bleach: Sennen Kessen-hen;https://myanimelist.net/anime/41467/Bleach__Sennen_Kessen-hen;off
173;Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...;https://myanimelist.net/anime/38555/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta;off
